,Number_topics,Alpha,Beta,Num,UMASS,NPMI
0,6,0.1,0.16666666666666666,1,-1.28424835785162,0.013156063235932677
1,6,1.0,0.16666666666666666,1,-1.3802339545485989,0.010323471342323882
2,6,5.0,0.16666666666666666,1,-1.49028685679069,0.014417290240380728
3,6,10.0,0.16666666666666666,1,-1.3532254050287074,0.008767175034492617
4,6,0.1,0.8333333333333334,5,-1.4331533007366266,0.013844462248124955
5,6,1.0,0.8333333333333334,5,-1.3558450007504697,0.013749000067020558
6,6,5.0,0.8333333333333334,5,-1.373111703411827,0.014887265886868813
7,6,10.0,0.8333333333333334,5,-1.2801556883371115,0.0029717537834109808
8,6,0.1,1.6666666666666667,10,-5.107409935780419,-0.07911254423667131
9,6,1.0,1.6666666666666667,10,-3.633820543972874,-0.05826115764840389
10,6,5.0,1.6666666666666667,10,-1.421782293642636,0.01317572039074953
11,6,10.0,1.6666666666666667,10,-1.1137677709218468,-0.005700209792316744
12,7,0.1,0.14285714285714285,1,-1.3645554814828469,0.01608855396546578
13,7,1.0,0.14285714285714285,1,-1.4406284971322372,0.017299791001437193
14,7,5.0,0.14285714285714285,1,-1.4334813113834208,0.015570233108680843
15,7,10.0,0.14285714285714285,1,-1.386161361913798,0.012480270778785111
16,7,0.1,0.7142857142857143,5,-1.7518799470269488,0.0038031428945407633
17,7,1.0,0.7142857142857143,5,-1.3922885631885822,0.012388160327123615
18,7,5.0,0.7142857142857143,5,-1.363890304836131,0.017880586125820476
19,7,10.0,0.7142857142857143,5,-1.2185362675530058,0.002566945310826798
20,7,0.1,1.4285714285714286,10,-4.88636253240203,-0.08375737598280805
21,7,1.0,1.4285714285714286,10,-2.5830853402734695,-0.011630488669636735
22,7,5.0,1.4285714285714286,10,-1.3379202182477032,0.017173873834156157
23,7,10.0,1.4285714285714286,10,-1.0109576710072732,-0.010701461874296209
24,8,0.1,0.125,1,-1.5640517067297444,0.015414791690611211
25,8,1.0,0.125,1,-1.555138646070537,0.01533934061519858
26,8,5.0,0.125,1,-1.4937169517084528,0.01531297105729306
27,8,10.0,0.125,1,-1.3814984472560585,0.009570411818433487
28,8,0.1,0.625,5,-3.1525409238016557,-0.01889838682449149
29,8,1.0,0.625,5,-1.6216100736714179,0.009096660612230594
30,8,5.0,0.625,5,-1.3713154672721024,0.016079186510862768
31,8,10.0,0.625,5,-1.08770752257208,-0.00024118121078044391
32,8,0.1,1.25,10,-1.9031255468026624,-0.010361781145242683
33,8,1.0,1.25,10,-2.4890365487370847,-0.011026909437116428
34,8,5.0,1.25,10,-1.4023899831829874,0.01175987467821732
35,8,10.0,1.25,10,-0.9850084764617832,-0.014243586112563888
36,9,0.1,0.1111111111111111,1,-1.565229044453785,0.017217380862429913
37,9,1.0,0.1111111111111111,1,-1.5191308749049401,0.017468254903962806
38,9,5.0,0.1111111111111111,1,-1.5884799396430285,0.016443679829616954
39,9,10.0,0.1111111111111111,1,-1.3910304620363583,0.007232883860343098
40,9,0.1,0.5555555555555556,5,-3.1766549082369204,-0.018150270132883863
41,9,1.0,0.5555555555555556,5,-1.5075712684359193,0.016053966011189066
42,9,5.0,0.5555555555555556,5,-1.4574153187604297,0.01788101822347819
43,9,10.0,0.5555555555555556,5,-1.0254352436331144,-0.007132813485220065
44,9,0.1,1.1111111111111112,10,-2.772861240992416,-0.026861925835819228
45,9,1.0,1.1111111111111112,10,-2.645919315711665,-0.007926102264459813
46,9,5.0,1.1111111111111112,10,-1.2687742460352238,0.019238662404271273
47,9,10.0,1.1111111111111112,10,-0.9805168514124253,-0.014648330847925571
48,10,0.1,0.1,1,-1.6802335026532826,0.009971888051015444
49,10,1.0,0.1,1,-1.536509722781077,0.016462871188309806
50,10,5.0,0.1,1,-1.64810077204206,0.015461518690687754
51,10,10.0,0.1,1,-1.3890281238847302,-0.0006804053500158631
52,10,0.1,0.5,5,-2.939915677903828,-0.006961384548940602
53,10,1.0,0.5,5,-1.4458899624279566,0.018916458981269008
54,10,5.0,0.5,5,-1.5945416745014431,0.017044898347014493
55,10,10.0,0.5,5,-0.9878351836223398,-0.010668848876948708
56,10,0.1,1.0,10,-5.509514097166361,-0.08927691919036189
57,10,1.0,1.0,10,-3.029319775752563,-0.013312409517749289
58,10,5.0,1.0,10,-1.3694746518330694,0.012066236784456381
59,10,10.0,1.0,10,-0.9967922374287912,-0.017277839788387223
