,Number_topics,Alpha,Beta,Num,UMASS,NPMI
53,9,0.1,1.1111111111111112,10,-1.6060062919964804,0.0429530818602021
54,9,1.0,1.1111111111111112,10,-1.6068297066594368,0.0429530818602021
55,9,10.0,1.1111111111111112,10,-1.6063197486322722,0.0429530818602021
56,9,0.01,2.2222222222222223,20,-2.4975394031918907,0.011142391886552142
57,9,0.1,2.2222222222222223,20,-2.4952174947559667,0.01114239188655214
58,9,1.0,2.2222222222222223,20,-2.4940602406813337,0.01114239188655214
59,9,10.0,2.2222222222222223,20,-2.4912533070339853,0.011142391886552137
60,10,0.01,0.1,1,-1.4164560730108977,0.03143899079585194
61,10,0.1,0.1,1,-1.4051653280549063,0.03156992084332168
62,10,1.0,0.1,1,-1.4081849232441104,0.031164504151228355
63,10,10.0,0.1,1,-1.4040712733913372,0.03175520964748372
64,10,0.01,1.0,10,-1.3364320118078632,0.03299300572630508
65,10,0.1,1.0,10,-1.3775449574204444,0.02978504481029644
66,10,1.0,1.0,10,-1.366362869475622,0.030349008455771424
67,10,10.0,1.0,10,-1.3697341569797092,0.030349008455771424
68,10,0.01,2.0,20,-1.6932743627096716,0.0362315268971808
69,10,0.1,2.0,20,-1.5161617767821542,0.04145483359189906
70,10,1.0,2.0,20,-1.5214680213225542,0.04145483359189906
71,10,10.0,2.0,20,-1.6696328822249125,0.03682850537663396
72,11,0.01,0.09090909090909091,1,-1.7476290580067664,0.034216647739111705
73,11,0.1,0.09090909090909091,1,-1.7463892740872582,0.0341156528283161
74,11,1.0,0.09090909090909091,1,-1.7457780973839205,0.0341156528283161
75,11,10.0,0.09090909090909091,1,-1.7307254101757117,0.034655045617168395
76,11,0.01,0.9090909090909091,10,-1.5263957042824159,0.04520022158501953
77,11,0.1,0.9090909090909091,10,-1.5180153972939672,0.04520022158501953
78,11,1.0,0.9090909090909091,10,-1.5221879806271006,0.04520022158501953
79,11,10.0,0.9090909090909091,10,-1.5204086445425309,0.04520022158501953
80,11,0.01,1.8181818181818181,20,-1.615153597657731,0.05535722895349688
81,11,0.1,1.8181818181818181,20,-1.5820629937666637,0.05474883624089963
82,11,1.0,1.8181818181818181,20,-1.6334188150389979,0.04801378112355937
83,11,10.0,1.8181818181818181,20,-1.6315695326697708,0.04801378112355937
84,12,0.01,0.08333333333333333,1,-1.6442980721663305,0.04179978078313881
85,12,0.1,0.08333333333333333,1,-1.6431177203823146,0.041410774521607005
86,12,1.0,0.08333333333333333,1,-1.6340506086943847,0.04044606252981123
87,12,10.0,0.08333333333333333,1,-1.6315651214039342,0.04026369301367064
88,12,0.01,0.8333333333333334,10,-1.1799503739124486,0.06690795328862044
89,12,0.1,0.8333333333333334,10,-1.1676020256105784,0.06635156761980503
90,12,1.0,0.8333333333333334,10,-1.1666435390423584,0.06656138912563704
91,12,10.0,0.8333333333333334,10,-1.1822459860207986,0.06669813178278843
92,12,0.01,1.6666666666666667,20,-1.7375964645742743,0.046823339266132614
93,12,0.1,1.6666666666666667,20,-1.7367515910414875,0.04657749484099049
94,12,1.0,1.6666666666666667,20,-1.7218382672894847,0.045638971188801954
95,12,10.0,1.6666666666666667,20,-1.7269863209193153,0.04560036704581225
96,13,0.01,0.07692307692307693,1,-1.298678577343889,0.04778819496145229
97,13,0.1,0.07692307692307693,1,-1.22493831973393,0.05018186810552948
98,13,1.0,0.07692307692307693,1,-1.252210320400612,0.04995235292057693
99,13,10.0,0.07692307692307693,1,-1.19720497137176,0.05031500316920697
100,13,0.01,0.7692307692307693,10,-1.4248566337929973,0.06065520644708706
101,13,0.1,0.7692307692307693,10,-1.4329231668914586,0.062142028855977666
102,13,1.0,0.7692307692307693,10,-1.4295045099132453,0.06105723725950195
103,13,10.0,0.7692307692307693,10,-1.436609330198087,0.061628133753428536
104,13,0.01,1.5384615384615385,20,-1.4236344350696406,0.058807258584869286
105,13,0.1,1.5384615384615385,20,-1.3881520282008082,0.05746301907123767
106,13,1.0,1.5384615384615385,20,-1.4225944507124817,0.05809610401482816
107,13,10.0,1.5384615384615385,20,-1.4088864975132696,0.055298470025081335
108,14,0.01,0.07142857142857142,1,-1.1633621509451613,0.06094148337550739
109,14,0.1,0.07142857142857142,1,-1.200494539174387,0.06295021789908717
110,14,1.0,0.07142857142857142,1,-1.2124215579747446,0.06206699443050016
111,14,10.0,0.07142857142857142,1,-1.1920355173895043,0.06240540199765738
112,14,0.01,0.7142857142857143,10,-1.2104641461268442,0.0686195426487519
113,14,0.1,0.7142857142857143,10,-1.19006921145999,0.064827141369558
114,14,1.0,0.7142857142857143,10,-1.2100730926280687,0.06873983185932785
115,14,10.0,0.7142857142857143,10,-1.2005266703486366,0.06757870765485682
116,14,0.01,1.4285714285714286,20,-1.220581862870471,0.07312787116729512
117,14,0.1,1.4285714285714286,20,-1.2202377806589362,0.07312787116729512
118,14,1.0,1.4285714285714286,20,-1.2238043400306577,0.07348454345027165
119,14,10.0,1.4285714285714286,20,-1.207639299014497,0.07299764276002063
